,ncalls,total_call_time,total_run_time,total_run_cpp_time
_diagnose_density_gt4py____gtmc_5605c7f04b,909.0,0.9392173175001517,0.8774596898583695,0.8615231513977051
step_forward_euler_gt4py____gtmc_64e17b0bcd,303.0,2.9582186329644173,2.922390974476002,2.910076141357422
irelax_gt4py____gtmc_0eed80f13b,2121.0,0.8439261751482263,0.7424252912169322,0.7235243320465088
_montgomery_gt4py____gtmc_6be125326c,303.0,1.8941592699848115,1.8762443407904357,1.8681440353393555
step_forward_euler_momentum_gt4py____gtmc_2f23b77ad0,303.0,1.9980711956741288,1.961740803788416,1.9503874778747559
_diagnose_mass_fraction_gt4py____gtmc_7f418e8b04,909.0,0.8630752497119829,0.7942140277009457,0.778296709060669
_diagnose_velocity_x_gt4py____gtmc_e0cf755f83,404.0,0.3808633398730308,0.3569209802662954,0.34894514083862305
_diagnose_velocity_y_gt4py____gtmc_a0d4839917,404.0,0.4024460988584906,0.37181967787910253,0.36382055282592773
copy_gt4py____gtmc_a28f01dca4,6565.0,3.099292018567212,2.8119696142384782,2.7589187622070312
_damping_gt4py____gtmc_a83d533f04,303.0,0.3383312940131873,0.316842460189946,0.3102750778198242
_diagnostic_variables_gt4py____gtmc_f0a0200749,101.0,0.769234043895267,0.7615462826797739,0.7583539485931396
_density_and_temperature_gt4py____gtmc_6761ec92fc,101.0,0.20537112897727638,0.1957230317639187,0.19292306900024414
_coriolis_gt4py____gtmc_6a53dbfa33,202.0,0.2502722715726122,0.23586640786379576,0.23087024688720703
fma_gt4py____gtmc_69674dbf7f,3939.0,4.061732675414532,3.783901017275639,3.711834669113159
_smoothing_gt4py____gtmc_e899d53aeb,606.0,0.5911090226145461,0.5627591023221612,0.5526721477508545
_diagnose_velocity_x_gt4py____gtmc_812031f99c,202.0,0.18794758222065866,0.17608106939587742,0.1721951961517334
_diagnose_velocity_y_gt4py____gtmc_838c5befc4,202.0,0.20779981615487486,0.19271408941131085,0.18886566162109375
_smagorinsky2d_gt4py____gtmc_d9468699c6,202.0,1.9866917335893959,1.9709453760879114,1.9654488563537598
_diagnose_momenta_gt4py____gtmc_7d764d8e25,202.0,0.35775766090955585,0.3398078774334863,0.3347787857055664
_kessler_gt4py____gtmc_bf555d9f6f,202.0,1.210699066403322,1.1914927740581334,1.1846191883087158
_saturation_adjustment_prognostic_gt4py____gtmc_488bc7ada9,202.0,1.4557758575538173,1.4387336415238678,1.4326224327087402
iadd_gt4py____gtmc_5d6486d23e,202.0,0.13472312781959772,0.1208409434184432,0.11780762672424316
_vertical_advection_gt4py____gtmc_f0d8b489ce,303.0,3.4471279577119276,3.4161673965863883,3.4051592350006104
_fall_velocity_gt4py____gtmc_9bd8338835,404.0,2.964770736754872,2.9404749842360616,2.931097984313965
_sedimentation_gt4py____gtmc_69c2cd22f2,303.0,0.6642983112251386,0.6406480047153309,0.6326084136962891
_accumulated_precipitation_gt4py____gtmc_543bfca27c,101.0,0.013870588154532015,0.005921307019889355,0.004441022872924805
