gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda
24.17958764359355,22.06776965071913,10.15938655345235,3.8184630636824295
24.18169606663287,22.222026887815446,10.174744768301023,3.7901263672392815
24.22040860459673,22.172123499098234,10.17305530665908,3.8125634541502222
24.124474951648153,22.177679482381787,10.136150927864943,3.7902638418599963
24.076335551799275,22.11373079672921,10.154763281927444,3.8213607496581967
24.02448546630331,22.244749237783257,10.169003814575262,3.7837523490889
24.241100350394845,22.19624207005836,10.147952642291783,3.7818292760057375
24.01912445633207,22.23459618387278,10.17678232700564,3.7897900665411735
24.190655958256684,22.03005944238976,10.170010419446042,3.8186395539669316
24.2888607775094,22.12391539954115,10.151411777827887,3.820445055491291
