numba:cpu:numpy,gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda,numpy
40.39349210064393,15.288368484587407,8.61274602287449,7.873623615480027,0.914400988665875,661.9427174042213
40.40742416511057,15.455968339752872,8.531803558696993,7.884881426929496,0.9162949357414618,663.0610454622656
40.411423018667854,15.21750973019516,8.491611995908897,7.880714626982808,0.9112844222108832,653.5610055441502
40.42359997291351,15.429396143299527,8.554787901288362,7.910439898143522,0.9140774723491631,661.321676431573
40.43707238865318,15.189848612935748,8.522049014805816,7.890030495647808,0.9142341712722556,663.2550435122102
40.386910620902206,15.21156118781073,8.516690495598596,7.883728793938644,0.9161278430838138,
40.41853014804656,15.348827844660265,8.54850750771584,7.902188360865692,0.914484711131081,
40.47113174642436,15.51054058142472,8.553389399661683,7.903075849870219,0.914216770674102,
40.38126101781381,15.342047366371846,8.542505604971666,7.8822050991584565,0.9135029788594692,
40.44816727307625,15.184764799952973,8.600209150754381,7.879733313107862,0.915510082617402,
