,ncalls,total_call_time,total_run_time,total_run_cpp_time
_accumulated_precipitation_gt4py____gtmc_543bfca27c,202.0,0.027641746448352933,0.013170473277568817,0.010354280471801758
_fall_velocity_gt4py____gtmc_9bd8338835,707.0,5.161969623994082,5.121173937921412,5.104869365692139
_sedimentation_gt4py____gtmc_69c2cd22f2,606.0,1.3613152933539823,1.316405768855475,1.3003628253936768
fma_gt4py____gtmc_69674dbf7f,7878.0,8.052919578622095,7.508298615342937,7.366554021835327
_vertical_advection_gt4py____gtmc_f0d8b489ce,606.0,6.854156667832285,6.794293620972894,6.772843837738037
_saturation_adjustment_prognostic_gt4py____gtmc_488bc7ada9,404.0,2.8930694316513836,2.858993668691255,2.846646785736084
_kessler_gt4py____gtmc_bf555d9f6f,404.0,2.453577342093922,2.415543233277276,2.4020352363586426
iadd_gt4py____gtmc_5d6486d23e,404.0,0.27096628258004785,0.2441873790230602,0.23836493492126465
_diagnose_velocity_x_gt4py____gtmc_812031f99c,404.0,0.40538128139451146,0.3805684130638838,0.3728756904602051
_diagnose_velocity_y_gt4py____gtmc_838c5befc4,404.0,0.39514518971554935,0.36524128168821335,0.35745930671691895
_smagorinsky2d_gt4py____gtmc_d9468699c6,404.0,3.9592558121075854,3.927927240729332,3.9173901081085205
_diagnose_momenta_gt4py____gtmc_7d764d8e25,404.0,0.7095131487585604,0.674035651027225,0.6637911796569824
_coriolis_gt4py____gtmc_6a53dbfa33,404.0,0.500138770788908,0.4719997131032869,0.4621872901916504
_diagnose_velocity_x_gt4py____gtmc_e0cf755f83,404.0,0.3936008622404188,0.36999019398353994,0.362109899520874
_diagnose_velocity_y_gt4py____gtmc_a0d4839917,404.0,0.3948136353865266,0.3648550445213914,0.35695528984069824
copy_gt4py____gtmc_a28f01dca4,8484.0,4.249396725092083,3.889252223074436,3.821657657623291
_diagnose_density_gt4py____gtmc_5605c7f04b,909.0,0.9215530497021973,0.8612305708229542,0.8456315994262695
step_forward_euler_gt4py____gtmc_64e17b0bcd,303.0,2.9496927704894915,2.914133286685683,2.901973247528076
irelax_gt4py____gtmc_0eed80f13b,2121.0,0.8382403407013044,0.7385833475273103,0.720196008682251
_montgomery_gt4py____gtmc_6be125326c,303.0,1.886597387958318,1.8690377663588151,1.8610501289367676
step_forward_euler_momentum_gt4py____gtmc_2f23b77ad0,303.0,1.9959636302664876,1.9596948116086423,1.9486944675445557
_diagnose_mass_fraction_gt4py____gtmc_7f418e8b04,909.0,0.8667203065706417,0.7988035718444735,0.7829735279083252
_damping_gt4py____gtmc_a83d533f04,303.0,0.335719954688102,0.31447289150673896,0.3077969551086426
_diagnostic_variables_gt4py____gtmc_f0a0200749,101.0,0.7713186197215691,0.7637438264209777,0.7607293128967285
_density_and_temperature_gt4py____gtmc_6761ec92fc,101.0,0.20598025317303836,0.19655130826868117,0.19379615783691406
_smoothing_gt4py____gtmc_e899d53aeb,606.0,0.5874765241751447,0.5601925471564755,0.5497837066650391
