numba:cpu:numpy,gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda,numpy
36.21422469883692,14.075342514202928,7.946904221142175,5.765365611820017,0.9062047557090408,606.0983200734481
36.20854749128921,14.035987044160724,7.896015967358835,5.767230683646631,0.9339122456149198,608.7425806496758
36.17656973231351,14.118691160052547,7.934126419888344,5.8181146118440665,0.9339897860772908,610.6065262182382
36.213637414970435,13.993393964832649,7.928536949213594,5.7864519211580046,0.9353364685666749,606.9752796775429
36.33832600037567,14.079447552154305,7.99632550124079,5.792663909494878,0.9352013288298622,608.8087614309043
36.21768119744957,14.148085214197636,7.961683369125239,5.799054864735807,0.9373606863664464,
36.19156649371144,14.032644929306116,7.9651429586228915,5.806721564440522,0.9359146692440844,
36.21019020461245,14.097480425436515,7.928003447246738,5.7814787490060535,0.9301161436596884,
36.213094620441545,14.018772711220665,7.912141777575016,5.776582060672808,0.9355812151334248,
36.238952027459156,14.106256062514147,7.991291385784278,5.786395633534994,0.9315387661335992,
