numba:cpu:numpy,gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda,numpy
39.25595825497294,17.363912381057162,11.20388608117355,8.786976665782278,3.9240124266943885,608.9665469791507
39.25101560924668,17.320308907830622,11.149306890030855,8.787700390908867,3.982393673621118,611.6301087057218
39.222012130252544,17.399770026037007,11.171020608919209,8.786587320675608,3.983940098027233,613.4947967472252
39.219383538875256,17.283832696150053,11.174717118847184,8.786850184143988,3.9846426405129023,609.854822977446
39.35720190685241,17.342836398049258,11.265410243067892,8.787128978059629,3.9978581870673215,611.6854228863958
39.2234761916916,17.437458248110488,11.236888465064114,8.787214834999759,3.9982618727372032,
39.22398903709836,17.299952586065043,11.24952946807025,8.78700927994214,3.98999622190604,
39.25878373085288,17.379986223066226,11.214990660839248,8.786638633639086,3.928050663787872,
39.249853645742405,17.311590851750225,11.154893095023,8.787866375991143,3.9895539060235023,
39.2807363619213,17.388938385352958,11.253249499946833,8.786738780676387,4.015673203975894,
