gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda
33.84583864849992,32.98938143171836,13.087458885158412,5.317672114353627
34.050044625531875,32.985229634912685,13.060739164240658,5.358036336605437
33.831492949044325,32.91058466874529,13.057206056197176,5.350988918566145
34.09431171300821,32.997588902828284,13.071930860052815,5.304840117110871
33.97923308319878,32.95711575238965,13.060908603365533,5.366458656731993
33.91112629696727,33.053569119656466,13.06526867870707,5.355255025438964
33.86586727644317,33.007448398391716,13.079478441970425,5.375753273721784
33.743417242192656,33.01951066101901,13.090557604911735,5.3011679651681325
33.97644710855093,32.99448020732961,13.036391174769962,5.369379563140683
33.85703332757112,33.02954913035501,13.09219700016547,5.352604620158672
