gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda
39.20059163647238,38.485043521854095,14.981470033759253,7.852506062947214
39.43423241435085,38.466531369485885,14.984728795010595,7.9058858138741925
39.23277247301303,38.455550276790746,14.988497055135667,7.900868451572022
39.47746763122268,38.455370441544794,14.987302742316384,7.810380733688363
39.26514503872021,38.400077030295506,14.98157996160444,7.926224275841378
39.3130034460919,38.49147836689372,14.980612220126204,7.889834420639089
39.18571116856765,38.45431073475629,14.98559189820662,7.936594848055392
39.12246341339778,38.64415769581683,14.982482652063482,7.8116116484161475
39.311514787375934,38.57828028919175,14.980784542043693,7.925602489616723
39.19767856854014,38.64503007766325,14.983342271531,7.898239636328071
