Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,gt4py:gtx86
18.580771810899023,18.432710601075087,11.658879472059198,11.56093347616843,11.541443163965596,11.534000007930445,18.558150340802968
