,ncalls,total_call_time,total_run_time,total_run_cpp_time
_stencil_gt4py____gtx86_8b7775df80,300.0,0.9997598569999768,0.8965478240000415,0.8862559099216014
_diagnose_velocity_x_gt4py____gtx86_caeaa10f19,300.0,0.7011732170000329,0.6073671069999929,0.5996125910896808
_diagnose_velocity_y_gt4py____gtx86_e39465021c,300.0,0.5594172920000124,0.46311252499996414,0.45543977385386825
_stencil_gt4py____gtx86_56b878d1f4,300.0,2.911697541000044,2.7990880469998993,2.787420732434839
_diagnose_momenta_gt4py____gtx86_7a3990bc0a,300.0,0.9610937629999272,0.8356715050000325,0.8267250056378543
iadd_gt4py____gtx86_6e76ea6be8,600.0,0.7744998890000385,0.6281879789999874,0.6164529817178845
step_forward_euler_gt4py____gtx86_8e0c91c819,300.0,3.7591608099999565,3.603116056999986,3.5893359412439167
irelax_gt4py____gtx86_d32e4f51fa,1200.0,1.423860385000018,1.0878989449998224,1.0656129431445152
_montgomery_gt4py____gtx86_31b44d2690,300.0,3.6229160549999815,3.5396674990000045,3.528602321166545
step_forward_euler_momentum_gt4py____gtx86_cdbfc89dd9,300.0,5.347045959000006,5.080569147000047,5.062297688564286
_diagnose_velocity_x_gt4py____gtx86_eb80af2f56,400.0,0.7089211830000055,0.5974721670000198,0.5876390845514834
_diagnose_velocity_y_gt4py____gtx86_87a01b2956,400.0,0.5948053240000144,0.4734626089999594,0.46357860788702965
copy_gt4py____gtx86_3a05d8466c,5296.0,5.726323657000188,4.557865051000125,4.475236925762147
_diagnostic_variables_gt4py____gtx86_504d403875,300.0,4.509633869000069,4.367710657999972,4.354373849462718
_damping_gt4py____gtx86_4246114cbf,300.0,0.931819123999972,0.8194167940000323,0.8094571521505713
_smoothing_gt4py____gtx86_ed1e2962f4,300.0,0.9300640470000214,0.8389841590000282,0.831173492828384
