,ncalls,total_call_time,total_run_time,total_run_cpp_time
_stencil_gt4py____gtmc_45fa125417,300.0,0.39060202773544006,0.37230441317660734,0.3654615879058838
_stencil_gt4py____gtmc_8d5a3e23ae,300.0,3.523905501351692,3.503652061248431,3.4937734603881836
_kessler_gt4py____gtmc_2022cd3ac9,300.0,1.881167580228066,1.8544133852119558,1.843958854675293
_saturation_prognostic_gt4py____gtmc_987e4b8ba1,300.0,2.3316625141596887,2.308468842296861,2.2993810176849365
copy_gt4py____gtmc_a28f01dca4,1500.0,0.2626429795054719,0.21260492768487893,0.20273470878601074
_stencil_gt4py____gtmc_183c0085b0,300.0,3.392451582592912,3.3664281528326683,3.353923797607422
_fall_velocity_gt4py____gtmc_9bd8338835,400.0,2.986174477642635,2.961318166635465,2.952239513397217
_sedimentation_gt4py____gtmc_af7e18d2eb,300.0,0.8715758350444958,0.851802808989305,0.844099760055542
_diagnose_density_gt4py____gtmc_4b4d32d856,900.0,0.8727589722257107,0.8172584499116056,0.8020610809326172
step_forward_euler_gt4py____gtmc_58c39ce21b,300.0,3.144245950097684,3.108851242781384,3.0947182178497314
irelax_gt4py____gtmc_0eed80f13b,3294.0,1.1943755249667447,1.0772525180946104,1.051513910293579
_montgomery_gt4py____gtmc_6be125326c,300.0,1.8587222913047299,1.8432215965294745,1.8355820178985596
step_forward_euler_momentum_gt4py____gtmc_92f86bc1f5,300.0,2.030413972097449,1.9946977672516368,1.9814519882202148
_diagnose_mass_fraction_gt4py____gtmc_e2f0d44035,900.0,0.8488356929155998,0.7877535604930017,0.7726538181304932
_diagnose_velocity_x_gt4py____gtmc_e0cf755f83,400.0,0.3878326340345666,0.36982538300799206,0.3621509075164795
_diagnose_velocity_y_gt4py____gtmc_a0d4839917,400.0,0.3895295480324421,0.36437224806286395,0.35666489601135254
_diagnostic_variables_gt4py____gtmc_f0a0200749,300.0,2.2285746660490986,2.211145021894481,2.201510429382324
_density_and_temperature_gt4py____gtmc_6761ec92fc,300.0,0.5999728150200099,0.5726652908779215,0.5648727416992188
_damping_gt4py____gtmc_a83d533f04,300.0,0.23485620721476153,0.2191352158843074,0.21422839164733887
_accumulated_precipitation_gt4py____gtmc_543bfca27c,100.0,0.012311638914979994,0.005892099055927247,0.0045015811920166016
_smoothing_gt4py____gtmc_e899d53aeb,300.0,0.2840726761496626,0.27366995194461197,0.2688331604003906
