,ncalls,total_call_time,total_run_time,total_run_cpp_time
_coriolis_gt4py____gtmc_b65b593e15,300.0,0.5363165293820202,0.4776359742973,0.4702441692352295
_diagnose_velocity_x_gt4py____gtmc_caeaa10f19,300.0,0.3618984541390091,0.3054303552489728,0.299436092376709
_diagnose_velocity_y_gt4py____gtmc_e39465021c,300.0,0.33621840504929423,0.2770645001437515,0.27133941650390625
_smagorinsky2d_gt4py____gtmc_745f7f14e0,300.0,3.01594978175126,2.9474722407758236,2.939436197280884
_diagnose_momenta_gt4py____gtmc_7a3990bc0a,300.0,0.5837365777697414,0.5056305327452719,0.4979135990142822
iadd_gt4py____gtmc_6e76ea6be8,600.0,0.47988590807653964,0.3902331043500453,0.38254594802856445
step_forward_euler_gt4py____gtmc_8e0c91c819,300.0,1.404244415462017,1.3221832937560976,1.3128042221069336
irelax_gt4py____gtmc_d32e4f51fa,1200.0,0.6564286416396499,0.4553398715797812,0.44264888763427734
_montgomery_gt4py____gtmc_31b44d2690,300.0,1.8818739661946893,1.8315920354798436,1.823882818222046
step_forward_euler_momentum_gt4py____gtmc_cdbfc89dd9,300.0,2.138098263181746,1.9815948430914432,1.9695439338684082
_diagnose_velocity_x_gt4py____gtmc_eb80af2f56,400.0,0.4237493483815342,0.35740567091852427,0.3496968746185303
_diagnose_velocity_y_gt4py____gtmc_87a01b2956,400.0,0.4456067462451756,0.36800374230369925,0.3600771427154541
copy_gt4py____gtmc_3a05d8466c,5296.0,3.2396305731963366,2.539975075982511,2.4952569007873535
_diagnostic_variables_gt4py____gtmc_504d403875,300.0,2.366096920100972,2.2824335044715554,2.2733969688415527
_damping_gt4py____gtmc_4246114cbf,300.0,0.377258452353999,0.308158406522125,0.3013877868652344
_smoothing_gt4py____gtmc_ed1e2962f4,300.0,0.3309264231938869,0.28514205291867256,0.27971458435058594
