,ncalls,total_call_time,total_run_time,total_run_cpp_time
_coriolis_gt4py____gtcuda_b65b593e15,300.0,0.08346482366323471,0.044295798521488905,0.017160892486572266
_diagnose_velocity_x_gt4py____gtcuda_caeaa10f19,300.0,0.06923651555553079,0.03687296831049025,0.014840126037597656
_diagnose_velocity_y_gt4py____gtcuda_e39465021c,300.0,0.06710791308432817,0.03637624089606106,0.014485836029052734
_smagorinsky2d_gt4py____gtcuda_745f7f14e0,300.0,0.2783440724015236,0.24153072969056666,0.017266035079956055
_diagnose_momenta_gt4py____gtcuda_7a3990bc0a,300.0,0.09607377531938255,0.055069477297365665,0.017353057861328125
iadd_gt4py____gtcuda_6e76ea6be8,600.0,0.11935559893026948,0.06977722374722362,0.025806903839111328
step_forward_euler_gt4py____gtcuda_8e0c91c819,300.0,0.41101926704868674,0.356199162080884,0.026262998580932617
irelax_gt4py____gtcuda_d32e4f51fa,1200.0,0.2719490739982575,0.15212477720342577,0.057264089584350586
_montgomery_gt4py____gtcuda_31b44d2690,300.0,0.14231680775992572,0.10963843064382672,0.017775535583496094
step_forward_euler_momentum_gt4py____gtcuda_cdbfc89dd9,300.0,0.5470029681455344,0.45962752401828766,0.042922019958496094
_diagnose_velocity_x_gt4py____gtcuda_eb80af2f56,400.0,0.08937062416225672,0.04825692274607718,0.019051313400268555
_diagnose_velocity_y_gt4py____gtcuda_87a01b2956,400.0,0.0887403606902808,0.048140037106350064,0.018288373947143555
copy_gt4py____gtcuda_3a05d8466c,5296.0,0.8713333604391664,0.44422255898825824,0.20907163619995117
_diagnostic_variables_gt4py____gtcuda_504d403875,300.0,0.23850813903845847,0.18380597699433565,0.02656078338623047
_damping_gt4py____gtcuda_4246114cbf,300.0,0.08983859280124307,0.04435934708453715,0.01872420310974121
_smoothing_gt4py____gtcuda_ed1e2962f4,300.0,0.07152158208191395,0.03949113795533776,0.013799428939819336
