,ncalls,total_call_time,total_run_time,total_run_cpp_time
_forward_euler_gt4py____gtx86_cfae6f7106,303.0,6.070911593968049,6.043789444374852,6.035238027572632
copy_gt4py____gtx86_a28f01dca4,808.0,2.313627570925746,2.2608026799280196,2.2416093349456787
_horizontal_diffusion_gt4py____gtx86_d15c5feb54,404.0,4.284956973104272,4.2550513132009655,4.244912385940552
sts_rk2_0_gt4py____gtx86_3b25765e2d,202.0,1.105947368836496,1.0896730218664743,1.084674596786499
fma_gt4py____gtx86_69674dbf7f,202.0,0.8470874723279849,0.8315055217244662,0.8267357349395752
