numba:cpu:numpy,gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda,numpy
30.177803221915386,11.186788448831066,6.9503436922095725,5.94990475603845,0.7026327945641242,534.4601749074645
30.093794612621426,11.209989606693853,6.993026227632072,5.92359149933327,0.7060159692773595,533.4025160104502
30.074985711078625,11.265575964876914,6.994808994291817,5.945135460875464,0.7243004734045826,527.7772459243423
30.11095110315364,11.262380556436256,6.9409112112480225,5.9238361709867595,0.7233869844931178,536.4909306399059
30.097764270787593,11.196913105784917,6.967495026590768,5.9278814516728735,0.7229615120450035,538.7404855275527
30.07176233752397,11.245966614224017,6.998555965430567,5.948866752558388,0.7284885309636593,
30.11926256702281,11.318083821330221,6.923572017461993,5.921768554893787,0.7268172613112256,
30.09613748552511,11.278441534261225,6.95945429475978,5.9454572664690195,0.7259394966531545,
30.06198140612105,11.227400937816126,7.020314743800554,5.923243169265334,0.7282567617949098,
30.12517156213289,11.155481202877128,6.965822149475571,5.949037256883456,0.7263510297052562,
