,ncalls,total_call_time,total_run_time,total_run_cpp_time
_forward_euler_gt4py____gtcuda_cfae6f7106,303.0,0.37782982701901346,0.356124343466945,0.025673389434814453
copy_gt4py____gtcuda_a28f01dca4,808.0,0.2294006493757479,0.195344194478821,0.037508249282836914
_horizontal_diffusion_gt4py____gtcuda_d15c5feb54,404.0,0.1998053650604561,0.17282556963618845,0.02343297004699707
sts_rk2_0_gt4py____gtcuda_3b25765e2d,202.0,0.10397094243671745,0.08807019487721846,0.012975931167602539
fma_gt4py____gtcuda_69674dbf7f,202.0,0.07471787399845198,0.0678268798510544,0.011197566986083984
