,ncalls,total_call_time,total_run_time,total_run_cpp_time
_forward_euler_gt4py____gtmc_cfae6f7106,303.0,2.69604181376053,2.6691205228562467,2.6602468490600586
copy_gt4py____gtmc_a28f01dca4,808.0,2.244134221225977,2.1927942201145925,2.1758573055267334
_horizontal_diffusion_gt4py____gtmc_d15c5feb54,404.0,1.5802699578925967,1.551392691617366,1.5423877239227295
fma_gt4py____gtmc_69674dbf7f,404.0,1.497075835824944,1.4665849725715816,1.4572460651397705
