numba:cpu:numpy,gt4py:gtx86,gt4py:gtmc,cupy,gt4py:gtcuda,numpy
31.86983221402625,13.098208577837793,8.859208773996215,7.674521345179527,2.436426159751136,536.1438951747259
31.791933494503606,13.149144994735252,8.903058738622349,7.674111631175037,2.4739494987879884,535.0899371588603
31.780913144990336,13.192903213610409,8.91607089410536,7.674372672918253,2.4661438105395064,529.4506804976845
31.797833632910624,13.188220405951142,8.841831274388825,7.67453740775818,2.4757921209093183,538.1854978736956
31.77688695170218,13.127004072943235,8.88002781040268,7.674518941668794,2.468472748994828,540.4303898903308
31.76019999932032,13.179665441333782,8.899163143942133,7.673868605867027,2.4968479190720245,
31.81834125478053,13.241709153633563,8.844093301915565,7.673906327981968,2.4907898814417417,
31.77136753511149,13.212140409683347,8.881135029310826,7.67415797128342,2.4844775783712976,
31.74103978817584,13.140283268992784,8.91794407501584,7.674218518077396,2.4968461351236333,
31.81933092692634,13.064420805952976,8.881312312267255,7.6748722611228,2.467040026909672,
