,ncalls,total_call_time,total_run_time,total_run_cpp_time
_diffusion_gt4py____gtx86_2ea8a86062,808.0,8.539849521475844,8.483697292569559,8.465834379196167
fma_gt4py____gtx86_69674dbf7f,808.0,3.379336626152508,3.318352391186636,3.3007636070251465
_forward_euler_gt4py____gtx86_4ff914db6b,303.0,5.744139127491508,5.726170965179335,5.718318462371826
