gt4py:gtx86,gt4py:gtmc,numba:cpu:numpy,cupy,gt4py:gtcuda,numpy
8.957019044319168,4.745291679049842,26.92302379501052,7.682601930107921,0.5458404710516334,529.7560646558995
8.91680634720251,4.762967966264114,26.803483793977648,7.681787381065078,0.5480691021075472,522.0717855242547
8.77684013324324,4.733396752504632,26.82605920662172,7.68168795236852,0.5491598879452795,534.6031121154083
8.870022560586222,4.747122462722473,26.827768953400664,7.68104703980498,0.5497013835702091,
8.749984613852575,4.792824682430364,26.81108957552351,7.68112513772212,0.5483664858620614,
8.776067500584759,4.756887620780617,26.84234103024937,7.681323453085497,0.5458888707216829,
8.83137429843191,4.750075457734056,26.811841078917496,7.681239313795231,0.5480791634181514,
8.86786046542693,4.788509972277097,26.825682301307097,7.682198179536499,0.5484216295881197,
8.943716927315108,4.767055299016647,26.883650196250528,7.682231930899434,0.5480254043359309,
9.00192793016322,4.743094117729925,26.837896634591743,7.681871789623983,0.5473867275286466,
