gt4py:gtx86,gt4py:gtmc,numba:cpu:numpy,cupy,gt4py:gtcuda,numpy
13.093996681040151,6.2994624520652,34.87330299150199,9.69904958072584,0.7352772585581988,655.5958333181334
13.12029039626941,6.302958045504056,35.02682815177832,9.699114962131716,0.7369855544529855,658.8562937834067
13.130323318531737,6.259329817839898,34.972314506187104,9.69885827996768,0.7398097710683942,663.3283263067133
13.16348787851166,6.274278656463139,34.884677937836386,9.698852566303684,0.742413816973567,
13.15113339247182,6.256463105441071,34.96342642221134,9.699434107053094,0.7385784988291562,
13.053991350810977,6.269206655095331,34.97808853699826,9.698047983110882,0.7419867935823277,
13.164963080431336,6.324285858077928,34.877013268880546,9.698601313866677,0.7368724680272862,
13.17479389673099,6.271107332431711,35.00494822743349,9.697367056272924,0.7373145894380286,
13.17607229668647,6.271181112388149,35.054034203407355,9.69938195310533,0.7382090548053384,
13.06734040856827,6.287737785838544,34.91926954151131,9.698536562500522,0.735749255400151,
