gt4py:gtx86,gt4py:gtmc,numba:cpu:numpy,cupy,gt4py:gtcuda,numpy
12.443473140709102,6.592672111350112,32.4885437740013,8.937686518358532,0.8694640210014768,598.8053316160222
12.497499446035365,6.555036688572727,32.45463457959704,8.937403492454905,0.8723195418715477,608.8260540409246
12.698124475893565,6.533932493533939,32.46247493172996,8.937292657850776,0.8708374772104435,609.1358367210487
12.49268423882313,6.562615882488899,32.581855207448825,8.937655554211233,0.8718402360682376,
12.661218364490196,6.544253611238673,32.48478627175791,8.935353964800015,0.8714817120344378,
12.385843707830643,6.551576389465481,32.47595207823906,8.937151378719136,0.8694226373918355,
12.455391298048198,6.522465512040071,32.48869496083353,8.935552548849955,0.8682985476916656,
12.545780205517076,6.546289806719869,32.463360947498586,8.937738014676142,0.8651563206803985,
12.37261175562162,6.479805947165005,32.52461076976033,8.937136561668012,0.8701499846065417,
12.547223411733285,6.551528643583879,32.4624605383724,8.936964539519977,0.8718469741288573,
12.653391179919709,6.594421972928103,,,,
12.465727412723936,6.557172919390723,,,,
12.479653190704994,6.551390350214206,,,,
12.820869118382689,6.506434934621211,,,,
12.517527198826429,6.617381086747628,,,,
12.47502116288524,6.578204842691775,,,,
12.525634106539655,6.572788338176906,,,,
12.549067298823502,6.557794155785814,,,,
12.645002288452815,6.59883865120355,,,,
12.431873172463384,6.560081642994192,,,,
