gt4py:gtx86,gt4py:gtmc,numba:cpu:numpy,cupy,gt4py:gtcuda,numpy
15.486745838890783,9.561790350067897,34.75521635491168,11.808132554462643,4.639540892909281,602.2612201769371
15.480620105285196,9.658937766158488,34.780141560710035,11.79162598430412,4.672711572609842,595.5174721898511
15.553941806254445,9.635506747115867,34.74586208112305,11.744595043128356,4.739459456235636,597.8035664081108
15.517998605035244,9.681620290968567,34.82835165277356,11.756832496146671,4.7308662898722105,605.2832679171115
15.53900705918204,9.582091598946135,34.73891971120611,11.762019887100903,4.739065743982792,
15.37537176621845,9.621324178529903,34.76533869886771,11.752888925897423,4.746023247891571,
15.385115537850652,9.61950994405197,34.81496366986539,11.783303058997262,4.742107826110441,
15.375767975114286,9.611496366618669,34.75282976741437,11.793844518077094,4.75621396995848,
15.35341389803216,9.54828896309482,34.82621152012143,11.748737721936775,4.7407190389349125,
15.308043100114446,9.66106229898287,34.827117083012126,11.783705775160342,4.754879684944172,
