,ncalls,total_call_time,total_run_time,total_run_cpp_time
_diagnose_density_gt4py____gtcuda_4b4d32d856,909.0,0.15072167152538896,0.10708633833564818,0.04165315628051758
step_forward_euler_gt4py____gtcuda_64e17b0bcd,303.0,0.8707753095077351,0.8421289111720398,0.04695439338684082
irelax_gt4py____gtcuda_0eed80f13b,2727.0,0.43439649837091565,0.33220981259364635,0.11911964416503906
_montgomery_gt4py____gtcuda_6be125326c,303.0,0.5089711975306273,0.11677596520166844,0.017189979553222656
step_forward_euler_momentum_gt4py____gtcuda_2f23b77ad0,303.0,0.5380142709473148,0.512183656101115,0.03888440132141113
_diagnose_mass_fraction_gt4py____gtcuda_e2f0d44035,909.0,0.14775214390829206,0.10663126152940094,0.04000997543334961
_diagnose_velocity_x_gt4py____gtcuda_e0cf755f83,404.0,0.06244352355133742,0.047953033237718046,0.018159151077270508
_diagnose_velocity_y_gt4py____gtcuda_a0d4839917,404.0,0.06263460614718497,0.04822851624339819,0.017579317092895508
_damping_gt4py____gtcuda_a83d533f04,303.0,0.059506441466510296,0.04334363783709705,0.018262863159179688
_diagnostic_variables_gt4py____gtcuda_f0a0200749,101.0,0.2077243042876944,0.0664453839417547,0.008834123611450195
_density_and_temperature_gt4py____gtcuda_6761ec92fc,101.0,0.030783773865550756,0.02281311631668359,0.007053375244140625
_stencil_gt4py____gtcuda_45fa125417,202.0,0.03954262100160122,0.0293034166097641,0.010788679122924805
fma_gt4py____gtcuda_69674dbf7f,4339.0,0.6764609544770792,0.5108220976544544,0.18912458419799805
_smoothing_gt4py____gtcuda_e899d53aeb,606.0,0.10611750918906182,0.07722073839977384,0.025563955307006836
copy_gt4py____gtcuda_a28f01dca4,3030.0,0.2627526748692617,0.1691223494708538,0.09926557540893555
_stencil_gt4py____gtcuda_8d5a3e23ae,202.0,0.3022445684764534,0.29148762219119817,0.013654232025146484
_kessler_gt4py____gtcuda_2022cd3ac9,202.0,0.09387577429879457,0.07846012513618916,0.021413087844848633
_saturation_prognostic_gt4py____gtcuda_987e4b8ba1,202.0,0.10512371663935483,0.09376548696309328,0.015937089920043945
_stencil_gt4py____gtcuda_183c0085b0,303.0,0.48761505517177284,0.46226373501122,0.03927469253540039
_fall_velocity_gt4py____gtcuda_9bd8338835,404.0,0.14047523343469948,0.1198178140912205,0.02149486541748047
_sedimentation_gt4py____gtcuda_af7e18d2eb,303.0,0.10735068144276738,0.0941180216614157,0.01999354362487793
_accumulated_precipitation_gt4py____gtcuda_543bfca27c,101.0,0.010908479802310467,0.006243847426958382,0.004520893096923828
