,ncalls,total_call_time,total_run_time,total_run_cpp_time
_diagnose_density_gt4py____gtmc_4b4d32d856,909.0,0.8908873811597005,0.8261459534987807,0.8101232051849365
step_forward_euler_gt4py____gtmc_64e17b0bcd,303.0,3.041326745180413,3.004459205782041,2.9916977882385254
irelax_gt4py____gtmc_0eed80f13b,2727.0,1.0738044995814562,0.9413383431965485,0.917203426361084
_montgomery_gt4py____gtmc_6be125326c,303.0,1.8773925161221996,1.8580149735789746,1.850515604019165
step_forward_euler_momentum_gt4py____gtmc_2f23b77ad0,303.0,1.9990383475087583,1.9626025561010465,1.950577974319458
_diagnose_mass_fraction_gt4py____gtmc_e2f0d44035,909.0,0.8579785915790126,0.7867256820900366,0.7707436084747314
_diagnose_velocity_x_gt4py____gtmc_e0cf755f83,404.0,0.38638944481499493,0.36301545740570873,0.35541749000549316
_diagnose_velocity_y_gt4py____gtmc_a0d4839917,404.0,0.39735050837043673,0.36714927630964667,0.35918164253234863
_damping_gt4py____gtmc_a83d533f04,303.0,0.2423942928435281,0.2229336053133011,0.2178969383239746
_diagnostic_variables_gt4py____gtmc_f0a0200749,101.0,0.7481109756045043,0.7412548718275502,0.7381961345672607
_density_and_temperature_gt4py____gtmc_6761ec92fc,101.0,0.20462962856981903,0.1948209700640291,0.19211816787719727
_stencil_gt4py____gtmc_45fa125417,202.0,0.2504137026844546,0.2345883883535862,0.22900819778442383
fma_gt4py____gtmc_69674dbf7f,3939.0,4.050624703872018,3.770979865686968,3.701894521713257
iaddsub_gt4py____gtmc_5b57def144,1616.0,1.6442808067658916,1.528552348841913,1.5010342597961426
_smoothing_gt4py____gtmc_e899d53aeb,606.0,0.5844460695516318,0.555313499411568,0.545027494430542
copy_gt4py____gtmc_a28f01dca4,3030.0,0.5725489999167621,0.44131310714874417,0.4206993579864502
_stencil_gt4py____gtmc_8d5a3e23ae,202.0,2.340208714362234,2.325119170011021,2.319077491760254
_kessler_gt4py____gtmc_2022cd3ac9,202.0,1.2744768696138635,1.254416853422299,1.2470786571502686
_saturation_prognostic_gt4py____gtmc_987e4b8ba1,202.0,1.505720799556002,1.4897236252436414,1.4835360050201416
_stencil_gt4py____gtmc_183c0085b0,303.0,3.4038340382976457,3.369956308393739,3.3579354286193848
_fall_velocity_gt4py____gtmc_9bd8338835,404.0,2.9190640586894006,2.8923897846834734,2.8830695152282715
_sedimentation_gt4py____gtmc_af7e18d2eb,303.0,0.8933436995139346,0.8691691268468276,0.8608529567718506
_accumulated_precipitation_gt4py____gtmc_543bfca27c,101.0,0.01600456051528454,0.008115843636915088,0.006677150726318359
